Year,Month,Town,Category,Value
2015,06,BUKIT PANJANG,Minimum Price,303000.000000
2015,06,BUKIT PANJANG,Average Price,427488.824742
2015,06,BUKIT PANJANG,Standard Deviation of Price,92027.673651
2015,06,BUKIT PANJANG,Minimum Price per Square Meter,2932.692308
